name;label;question;new_name;comment;new_dtype
P6850;¿cuántas horas trabajó durante la semana pasada en este trabajo?;33. ¿Cuántas horas trabajó durante la semana pasada en este trabajo?;weekly_hours_worked_last_week;;float
;;Horas _____;;;
P6830;¿por qué razón de las horas que normalmente trabaja, hubo algunas que no trabajo la semana pasada?;34. ¿Por qué razón, de las horas que normalmente trabaja, hubo algunas que no trabajó la semana pasada?;worked_less_than_usual_last_week_reason;;category
;;a. Enfermedad, permiso o licencia;;;
;;b. Festivos;;;
;;c. Vacaciones;;;
;;d. Capacitación;;;
;;e. Suspensión o terminación del empleo;;;
;;f. Reducción de la actividad económica de la empresa;;;
;;g. Otro,;;;
P6830s1;Otro, ¿cuál?;34. ¿Por qué razón, de las horas que normalmente trabaja, hubo algunas que no trabajó la semana pasada?;worked_less_than_usual_last_week_reason_other;;str
;;¿cuál? _____________;;;
P6870;¿cuántas personas en total tiene la empresa, negocio, industria, oficina, firma o finca o sitio donde ... Trabaja?;36. ¿Cuántas personas en total tiene la empresa, negocio, industria, oficina, firma, finca o sitio donde ..... trabaja?;number_of_employees_1;;category
;;a. Trabaja solo;;;
;;b. 2 a 3 personas;;;
;;c. 4 a 5 personas;;;
;;d. 6 a 10 personas;;;
;;e. 11 a 19 personas;;;
;;f. 20 a 30 personas;;;
;;g. 31 a 50 personas;;;
;;h. 51 a 100 personas;;;
;;i. 101 o más personas;;;
P6880;Dónde realiza principalmente su trabajo:;37. Dónde realiza principalmente su trabajo:;main_workplace_1;;category
;;a. En esta vivienda;;;
;;b. En otras viviendas;;;
;;c En kiosco - caseta;;;
;;d En un vehículo;;;
;;e. De puerta en puerta;;;
;;f. Sitio al descubierto en la calle (ambulante y estacionario);;;
;;g. Local fijo, oficina, fábrica, etc.;;;
;;h. En el campo o área rural, mar o río;;;
;;i. En una obra en construcción;;;
;;j. En una mina o cantera;;;
;;k. Otro,;;;
P6880s1;Otro, ¿cuál?;37. Dónde realiza principalmente su trabajo:;main_work_place_1_other;;str
;;¿cuál? _______________________;;;
P6920;¿está ... Cotizando actualmente a un fondo de pensiones?;39. ¿Está... cotizando actualmente a un fondo de pensiones?;contributing_to_pensions_fund;both int and str;category
;;1 Sí;;;
;;2 No;;;
;;3 Ya es pensionado;;;
P6930;¿a cual de los siguientes fondos esta afiliado actualmente:;40. ¿A cuál de los siguientes fondos cotiza actualmente:;pensions_fund_type;;category
;;a. Fondo privado?;;;
;;b. ISS, Cajanal?;;;
;;c. Regímenes especiales (FFMM, Ecopetrol etc)?;;;
;;d. Fondo Subsidiado (Prosperar,etc.)?;;;
P6940;¿quién paga mensualmente por la afiliación al fondo de pensiones de ...?;41. ¿ Quién paga mensualmente por la afiliación al fondo de pensiones de...?;pensions_fund_contributor;;category
;;a. ...paga una parte y otra la empresa o patrón;;;
;;b. ... paga la totalidad de la afiliación;;;
;;c. Paga completamente la empresa ó patrón;;;
;;d. No paga;;;
P6960;¿cuántos años lleva afiliado al fondo de pensiones?;42. ¿Cuántos años lleva cotizando al fondo de pensiones?;years_contributing_to_pensions_fund;;float
P6980;¿qué está haciendo usted actualmente para mantenerse económicamente en su vejez?;43. ¿Qué está haciendo Usted actualmente para mantenerse económicamente en su vejez?;old_age_finances;;float
P6980s1;Aportar a un fondo de pensiones obligatorias;43. ¿Qué está haciendo Usted actualmente para mantenerse económicamente en su vejez?;old_age_finances_compulsory_pension_payment;;float
;;a. Aportar en un fondo de pensiones obligatorias;;;
P6980s2;Aportar a un fondo de pensiones voluntarias;43. ¿Qué está haciendo Usted actualmente para mantenerse económicamente en su vejez?;old_age_finances_voluntary_pension_payment;;float
;;b. Aportar en un fondo de pensiones voluntarias;;;
P6980s3;Ahorrando;43. ¿Qué está haciendo Usted actualmente para mantenerse económicamente en su vejez?;old_age_finances_savings;;float
;;c. Ahorrando;;;
P6980s4;Haciendo inversiones;43. ¿Qué está haciendo Usted actualmente para mantenerse económicamente en su vejez?;old_age_finances_investments;;float
;;d. Haciendo inversiones;;;
P6980s5;Pagando un seguro por su cuenta;43. ¿Qué está haciendo Usted actualmente para mantenerse económicamente en su vejez?;old_age_finances_private_pension_insurance;;float
;;e. Pagando un seguro por su cuenta;;;
P6980s6;Preparando a sus hijos para que puedan mantenerlo en su vejez;43. ¿Qué está haciendo Usted actualmente para mantenerse económicamente en su vejez?;old_age_finances_investments_in_children;;float
;;f. Preparando a sus hijos para que puedan mantenerlo en su vejez;;;
P6980s7;Otro,;43. ¿Qué está haciendo Usted actualmente para mantenerse económicamente en su vejez?;old_age_finances_other;;float
;;g.;;;
P6980s8;Nada;43. ¿Qué está haciendo Usted actualmente para mantenerse económicamente en su vejez?;old_age_finances_nothing;;float
;;h. Nada;;;
P6980s7a1;Otro, ¿cuál?;43. ¿Qué está haciendo Usted actualmente para mantenerse económicamente en su vejez?;old_age_finances_other_what;;str
;;¿cuál? ________________;;;
P6990;¿está afiliado por una empresa o individualmente a una aseguradora de riesgos profesionales (arp) (por accidentes de trabajo, enfermedad profesional etc)?;44. ¿Está afiliado por una empresa o individualmente a una Aseguradora de Riesgos Profesionales (ARP) (por accidentes de trabajo, enfermedad profesional etc)?;insured_against_occupational_risks;;category
;;1 Sí;;;
;;2 No;;;
;;9 No sabe, no informa;;;
P7020;Antes del actual trabajo, ¿... Tuvo otro trabajo?;45. Antes del actual trabajo, ¿... tuvo otro trabajo?;had_other_job_before_current_one;;category
;;1 Sí;;;
;;2 No;;;
P7026;¿cuánto tiempo duró en su empleo anterior?;47. ¿Cuánto tiempo duró en su empleo anterior?;previous_job_duration;;float
P7028;¿en su empleo anterior usted era:;48. ¿En su empleo anterior ..... era:;work_position_last_job;;category
;;a. Obrero o empleado de empresa particular?;;;
;;b. Obrero o empleado del gobierno?;;;
;;c. Empleado doméstico?;;;
;;d. Trabajador por cuenta propia?;;;
;;e. Patrón o empleador?;;;
;;f. Trabajador familiar sin remuneración?;;;
;;g. Trabajador sin remuneración en empresas o negocios de otros hogares?;;;
;;h. Jornalero o peón?;;;
;;i. Otro,;;;
P7028s1;Otro, ¿cuál?;48. ¿En su empleo anterior ..... era:;work_position_last_job_other;;str
;;¿cual? ________________;;;
P7040;Además de la ocupación principal, ¿... Tenía la semana pasada otro trabajo o negocio?;49. Además de la ocupación principal, ¿.... tenía la semana pasada otro trabajo o negocio?;secondary_jobs_last_week;;category
;;1 Sí;;;
;;2 No;;;
P7045;¿cuántas horas trabajó ... La semana pasada en ese segundo trabajo?;50. ¿Cuántas horas trabajó ... la semana pasada en ese segundo trabajo?;hours_spent_on_secondary_job_last_week;;float
P7050;En ese segundo trabajo ... Es:;51. En ese segundo trabajo…..es:;work_position_secondary_job;;category
;;a. Obrero o empleado de empresa particular;;;
;;b. Obrero o empleado del gobierno;;;
;;c. Empleado doméstico;;;
;;d. Trabajador por cuenta propia;;;
;;e. Patrón o empleador;;;
;;f. Trabajador familiar sin remuneración;;;
;;g. Trabajador sin remuneración en empresas o negocios de otros hogares;;;
;;h. Jornalero o peón;;;
;;i. Otro,;;;
P7050s1;Otro, ¿cuál?;51. En ese segundo trabajo…..es:;work_position_secondary_job_other;;str
;;¿cuál? ________________;;;
P7070;¿cuánto recibio o ganó ... El mes pasado en ese segundo trabajo?;52. ¿Cuánto recibió o ganó ….. el mes pasado en ese segundo trabajo o negocio?;monthly_wage_secondary_job;;float
;;Valor mes pasado;;;
;;$_______________________;;;
P760;¿cuántos meses estuvo sin empleo o trabajo ... Entre el trabajo actual y el anterior?;46. ¿Cuántos meses estuvo sin empleo o trabajo ... entre el trabajo actual y el anterior?;months_unemployed;;float
P9450;¿esta afiliado a una caja de compensación familiar?;44A. ¿Esta afiliado a una caja de compensación familiar?;joined_any_social_security_corporation;;category
;;1 Sí;;;
;;2 No;;;
;;9 No sabe, no informa;;;
