name;label;question;new_name;comment;new_dtype
P7480s8a1;¿cuántas horas a la semana?;1. Adicional a las actividades que me informó haber realizado la semana pasada, cuales de las siguientes labores no remuneradas hizo:;unpaid_work_last_week_training_courses_hours;;float
;;g. Asistir a cursos o eventos de capacitación?;;;
;;¿cuántas horas a la semana? ___________;;;
P7480s9a1;¿cuántas horas a la semana?;1. Adicional a las actividades que me informó haber realizado la semana pasada, cuales de las siguientes labores no remuneradas hizo:;unpaid_work_last_week_contruction_of_own_dwelling_hours;;float
;;h. Trabajar en la autoconstrucción de vivienda?;;;
;;¿cuántas horas a la semana? ___________;;;
P7480s10a1;¿cuántas horas a la semana?;1. Adicional a las actividades que me informó haber realizado la semana pasada, cuales de las siguientes labores no remuneradas hizo:;unpaid_work_last_week_voluntary_work_1_hours;;float
;;i. Realizar trabajos comunitarios o voluntarios en edificaciones u obras comunitarias o pùblicas?;;;
;;¿cuántas horas a la semana? ___________;;;
P7480s11a1;¿cuántas horas a la semana?;1. Adicional a las actividades que me informó haber realizado la semana pasada, cuales de las siguientes labores no remuneradas hizo:;unpaid_work_last_week_voluntary_work_2_hours;;float
;;j. Participar en otras actividades civicas, sociales, comunales y/o de trabajo voluntario?;;;
;;¿cuántas horas a la semana? ___________;;;
Area;Área;Área;area;;category
;;05 Medellín;;;
;;08 Barranquilla;;;
;;11 Bogotá, d.C;;;
;;13 Cartagena;;;
;;17 Manizales;;;
;;23 Montería;;;
;;50 Villavicencio;;;
;;52 Pasto;;;
;;54 Cúcuta;;;
;;66 Pereira;;;
;;68 Bucaramanga;;;
;;73 Ibagué;;;
;;76 Cali;;;
Mes;Mes;Mes;month;;float
Dpto;Departamento;Departamento;department;;category
;;05 Antioquia;;;
;;08 Atlántico;;;
;;11 Bogotá, d.C.;;;
;;13 Bolívar;;;
;;17 Caldas;;;
;;23 Córdoba;;;
;;50 Meta;;;
;;52 Nariño;;;
;;54 Norte de santander;;;
;;66 Risaralda;;;
;;68 Santander;;;
;;73 Tolima;;;
;;76 Valle del cauca;;;
Fex_c_2011;Factor de expansión;Factor de expansión;factor_de_expansion;;float
