Name;Label;Question
P4030S1;Energía eléctrica;4. ¿Con cuáles de los siguientes servicios cuenta la vivienda?
;;a. Energía eléctrica
;;1 Sí
;;2 No
P4030S1A1;Estrato para tarifa;4a. Estrato para tarifa
;;1 Bajo - Bajo
;;2 Bajo
;;3 Medio - Bajo
;;4 Medio
;;5 Medio - Alto
;;6 Alto
;;9 No sabe o cuenta con planta eléctrica
;;0 Conexión Pirata
P4030S2;Gas natural conectado a red pública;4. ¿Con cuáles de los siguientes servicios cuenta la vivienda?
;;b. Gas natural conectado a red pública
;;1 Sí
;;2 No
P4030S3;Alcantarillado;4. ¿Con cuáles de los siguientes servicios cuenta la vivienda?
;;c. Alcantarillado
;;1 Sí
;;2 No
P4030S4;Recolección de basuras;4. ¿Con cuáles de los siguientes servicios cuenta la vivienda?
;;d. Recolección de basuras
;;1 Sí
;;2 No
P4030S4A1;Veces por semana;4d. Veces por semana
P4030S5;Acueducto;4. ¿Con cuáles de los siguientes servicios cuenta la vivienda?
;;e. Acueducto
;;1 Sí
;;2 No
P4040;¿el agua del acueducto llega las 24 horas al día durante los siete días a la semana?;5. ¿El agua del acueducto llega las 24 horas del día, durante los siete días de la semana?
;;1 Sí
;;2 No
REGIS;Registro de la encuesta;Registro de la encuesta
AREA;Area;Area
;;05 Medellín
;;08 Barranquilla
;;11 Bogotá, D.C
;;13 Cartagena
;;17 Manizales
;;23 Montería
;;50 Villavicencio
;;52 Pasto
;;54 Cúcuta
;;66 Pereira
;;68 Bucaramanga
;;73 Ibagué
;;76 Cali
MES;Mes;Mes
DPTO;Departamento;Departamento
;;05 Antioquia
;;08 Atlántico
;;11 Bogotá, D.C.
;;13 Bolívar
;;17 Caldas
;;23 Córdoba
;;50 Meta
;;52 Nariño
;;54 Norte de Santander
;;66 Risaralda
;;68 Santander
;;73 Tolima
;;76 Valle del Cauca
fex_c_2011;Factor de expansión;Factor de expansión
